,Provider Name,Procedures,Provider State,Region,Count_of_services,Charges,Payment,Cluster_23
2534,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,38,1,1,1479,978533.3960018998,165931.59169322,20
2535,"SOUTHSIDE COMMUNITY HOSPITAL, INC",56,1,1,2601,703441.3336032999,294614.33307936,20
2536,SOUTHSIDE HOSPITAL,101,1,1,6012,3078993.706682899,957979.6756070402,2
2537,SOUTHSIDE REGIONAL MEDICAL CENTER,100,1,1,9012,5421451.720007398,795877.2526389697,13
2538,SOUTHWEST ALABAMA MEDICAL CENTER,12,1,1,307,43590.16317486,34207.84152796,12
2539,SOUTHWEST GENERAL HEALTH CENTER,113,1,1,18055,3036182.254413017,719668.9931330499,11
2540,SOUTHWEST GENERAL HOSPITAL,61,1,1,5056,1841636.0309102002,514554.31535725994,6
2541,SOUTHWEST HEALTHCARE SYSTEM,90,1,1,4761,2783803.989033801,792140.7713042903,2
2542,SOUTHWEST MEDICAL CENTER,20,1,1,1174,220730.04469289997,88328.91762368,12
2543,SOUTHWEST MS REGIONAL MEDICAL CENTER,80,1,1,6265,1104413.0580505095,514743.4803022,6
2544,SOUTHWEST REGIONAL MEDICAL CENTER,32,1,1,1707,272125.1934728001,155953.16852634994,1
2545,SOUTHWESTERN MEDICAL CENTER,37,1,1,2036,881777.4227390002,238017.86351972993,20
2546,SOUTHWESTERN VERMONT MEDICAL CENTER,56,1,1,7759,652235.02174052,316922.66234323004,20
2547,SPALDING REGIONAL MEDICAL CENTER,86,1,1,7078,3109406.8292045,604604.5022314999,2
2548,SPARKS REGIONAL MEDICAL CENTER,109,1,1,56234,2188798.8463013205,738207.8280905905,19
2549,SPARTANBURG REGIONAL MEDICAL CENTER,122,1,1,25649,3283112.2486993587,998248.53300076,11
2550,SPEARFISH REGIONAL HOSPITAL,22,1,1,1753,209302.161004,87316.79870377002,1
2551,SPECIALISTS HOSPITAL SHREVEPORT,7,1,1,1919,330049.1259058,51636.453705399996,12
2552,SPECTRUM HEALTH - BUTTERWORTH CAMPUS,120,1,1,23254,2158351.25197956,1135860.0078074092,11
2553,SPECTRUM HEALTH GERBER MEMORIAL,32,1,1,1741,315216.86121727,154699.66115966,1
2554,SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS,27,1,1,708,344383.64436700003,184692.04123999996,1
2555,SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL,19,1,1,692,179609.53319149997,75985.06864942,12
2556,SPENCER MUNICIPAL HOSPITAL,39,1,1,4278,418546.72447160014,160273.88924275,1
2557,SPOTSYLVANIA REGIONAL MEDICAL CENTER,24,1,1,487,452956.40224,151121.14286700002,1
2558,SPRING VALLEY HOSPITAL MEDICAL CENTER,72,1,1,2331,5099949.439178999,682068.8762085997,2
2559,SPRING VIEW HOSPITAL,25,1,1,1376,362945.4930104,127859.62698702,1
2560,SPRINGFIELD REGIONAL MEDICAL CENTER,103,1,1,7092,2251476.111539699,801242.8688405404,2
2561,SPRINGHILL MEDICAL CENTER,71,2,2,7024,1371610.855857631,465627.56926510006,17
2562,SPRINGS MEMORIAL HOSPITAL,73,1,1,2877,3206218.7592865997,462574.80114441,15
2563,SPRUCE PINE COMMUNITY HOSPITAL,39,1,1,1935,275003.54413025005,171862.83258810002,1
2564,SSM DEPAUL HEALTH CENTER,111,1,1,10400,3043396.1094070002,851841.0246589405,2
2565,SSM ST CLARE HEALTH CENTER,95,1,1,8947,2376523.8752816003,637111.6096357802,2
2566,SSM ST JOSEPH HEALTH CENTER,96,1,1,11901,2525940.224857701,696621.94354058,2
2567,SSM ST JOSEPH HOSPITAL WEST,83,1,1,11212,1857741.7788752988,501842.41017885023,15
2568,SSM ST MARYS HEALTH CENTER,105,1,1,12414,2863510.8435809,994091.1383482501,2
2569,ST AGNES HSPTL,69,1,1,13302,1130311.3883223298,344632.5051646202,6
2570,ST ALEXIUS HOSPITAL,43,1,1,5618,867923.17929194,242227.18139011005,20
2571,ST ALEXIUS MEDICAL CENTER,117,2,2,14181,5701547.145590193,1471255.5156885793,10
2572,"ST ALPHONSUS MEDICAL CENTER - ONTARIO, INC",41,1,1,3117,510029.81744509994,201803.3081167399,20
2573,ST ALPHONSUS REGIONAL MEDICAL CENTER,102,1,1,56271,1856377.3617926098,725305.9561547396,19
2574,ST ANTHONY COMMUNITY HOSPITAL,32,1,1,1848,731858.9477466999,154986.57094840004,1
2575,ST ANTHONY HOSPITAL,113,2,2,26741,4651966.39615433,1538335.5632027893,10
2576,ST ANTHONY REGIONAL HOSPITAL,29,1,1,1798,247114.4202864999,97061.63424923,1
2577,ST ANTHONY SUMMIT MEDICAL CENTER,12,1,1,497,351336.74620139995,66265.29025108999,12
2578,ST ANTHONY'S HOSPITAL,98,2,2,8640,3112742.775571239,719370.7204253202,10
2579,ST ANTHONY'S MEDICAL CENTER,119,1,1,25929,2377098.2031520205,780491.5252743103,11
2580,ST ANTHONYS MEMORIAL HOSPITAL,83,1,1,10497,939077.5561487002,404671.2906529999,6
2581,ST BARNABAS HOSPITAL,66,1,1,14260,1529846.8811564,943733.19320158,15
2582,ST BERNARD HOSPITAL,39,1,1,1591,621992.9000826996,312812.02434865,20
2583,ST BERNARDINE MEDICAL CENTER,82,1,1,5023,4301435.3808996985,918166.7462931899,13
2584,ST BERNARDS MEDICAL CTR,115,1,1,20150,1345252.1510947593,863941.1909883599,11
2585,ST CATHERINE HOSPITAL,34,1,1,3345,470972.11910117,223968.31288294002,1
2586,ST CATHERINE HOSPITAL INC,78,1,1,4409,1388767.7388900998,559085.9899779902,15
2587,ST CATHERINE OF SIENA HOSPITAL,101,1,1,6452,4278262.856680603,802153.04500284,13
2588,ST CHARLES HOSPITAL,58,1,1,3719,1765451.7520758004,389728.8362831801,6
2589,ST CHARLES MEDICAL CENTER - BEND,88,1,1,5685,2190909.054281398,719056.37728718,15
2590,ST CHARLES MEDICAL CENTER - REDMOND,22,1,1,998,252288.04442657,142837.79921004,1
2591,ST CHARLES PARISH HOSPITAL,15,1,1,455,110155.04496,41365.960611300005,12
2592,ST CLAIR MEMORIAL HOSPITAL,95,1,1,5917,1846401.0111239,577143.9777433798,15
2593,ST CLAIRE REGIONAL MEDICAL CENTER,62,1,1,28129,841218.76465889,336996.68168596015,6
2594,ST CLARE HSPTL HLTH SVCS,39,1,1,2447,500652.3821373001,171684.84397645004,1
2595,ST CLARE'S HOSPITAL OF WESTON INC,40,1,1,1209,604082.07495989,270534.64577458997,20
2596,ST CLOUD HOSPITAL,120,1,1,26904,3097246.800422599,1161219.547121621,11
2597,ST CLOUD REGIONAL MEDICAL CENTER,59,1,1,2553,1787920.3613667001,312490.5698636,6
2598,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,107,1,1,6710,4589367.476309904,828440.93986523,13
2599,ST DAVIDS MEDICAL CENTER,111,1,1,20550,4285539.843261399,1062679.2866555098,11
2600,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,113,1,1,11831,2706306.3051017993,870600.8980152103,2
2601,ST EDWARD MERCY MEDICAL CENTER,100,1,1,8666,2643169.307656801,726817.1523959698,2
2602,ST ELIZABETH BOARDMAN HEALTH CENTER,84,1,1,4992,1702455.55321807,487761.36145028006,15
2603,ST ELIZABETH COMMUNITY HOSPITAL,39,1,1,2874,1071108.9253319001,252563.86800050002,20
2604,ST ELIZABETH FLORENCE,74,1,1,10301,1440444.0148880004,500425.6397621501,6
2605,ST ELIZABETH FT THOMAS,77,1,1,9026,1522536.4899865,495770.3026291001,15
2606,ST ELIZABETH HEALTH CENTER,107,1,1,12292,2758024.309265829,824306.0397654801,2
2607,ST ELIZABETH HOSPITAL,92,2,2,6533,2389870.3542247005,785438.70142914,10
2608,ST ELIZABETH HSPTL,51,1,1,2849,609797.2273071002,308197.16273166,20
2609,ST ELIZABETH MEDICAL CENTER,98,1,1,25041,1654814.8063053598,687455.4881052602,2
2610,ST ELIZABETH MEDICAL CENTER NORTH,116,1,1,32323,2756289.947388,917512.2817401395,11
2611,ST ELIZABETH'S MEDICAL CENTER,101,1,1,24498,1609675.4515805084,1101012.4287915903,11
2612,ST FRANCIS COMMUNITY HOSPITAL,77,1,1,8145,2671470.4349920973,650289.1935341896,15
2613,ST FRANCIS HEALTH CENTER INC,102,1,1,20021,1864906.43363317,682880.0835078999,2
2614,ST FRANCIS HOSPITAL,115,6,6,31488,9400630.717753137,2258152.19238153,4
2615,ST FRANCIS HOSPITAL & MEDICAL CENTER,120,1,1,25878,3116303.870925101,1258402.1481214901,11
2616,"ST FRANCIS HOSPITAL, INC",111,1,1,11409,2257940.4828550904,739942.6940207402,2
2617,"ST FRANCIS HOSPITAL, ROSLYN",104,1,1,34597,4286948.4942694,961035.1905598002,11
2618,ST FRANCIS MEDICAL CENTER,120,4,4,34919,12148564.606654385,2612681.889456649,18
2619,ST FRANCIS REGIONAL MEDICAL CENTER,52,1,1,3547,892013.9423705,292471.58709200006,20
2620,ST FRANCIS-DOWNTOWN,107,1,1,10055,3992468.4809522997,755055.4126455404,13
2621,ST HELENA HOSPITAL,65,1,1,5811,4135952.7271009875,745605.3446477001,2
2622,ST JAMES HEALTHCARE,42,1,1,1715,892631.3718088001,363194.72859244986,20
2623,ST JAMES MERCY HOSPITAL,29,1,1,1444,257460.24997566003,178234.83388774,1
2624,ST JOHN BROKEN ARROW,8,1,1,517,126954.24205,37970.606645,12
2625,ST JOHN HOSPITAL AND MEDICAL CENTER,122,1,1,83146,2660278.0500844694,1139643.387309221,3
2626,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,124,1,1,34347,2683355.238617858,975116.9172543398,11
2627,ST JOHN MEDICAL CENTER,100,1,1,5956,2212083.0653104,791183.06596526,2
2628,"ST JOHN MEDICAL CENTER, INC",122,1,1,16757,2582032.5407786,894100.6280524603,11
2629,ST JOHN OWASSO,13,1,1,635,113698.4587994,41416.87092537998,12
2630,ST JOHN RIVER DISTRICT HOSPITAL,40,1,1,9130,338604.71965019,147907.77433087007,1
2631,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,68,1,1,11926,1810158.3523887997,1004535.9025003604,15
2632,ST JOHN'S REGIONAL HEALTH CENTER,122,1,1,28659,3428159.5907167,928934.9669747498,11
2633,ST JOHN'S REGIONAL MEDICAL CENTER,101,1,1,9535,3147586.9478066987,772105.7825699898,2
2634,ST JOHN'S RIVERSIDE HOSPITAL,94,1,1,7667,2634088.4870368987,1065341.82921042,2
2635,ST JOHNS HOSPITAL,112,1,1,18500,3141809.621197499,949976.2804010898,11
2636,ST JOHNS HOSPITAL-LEBANON,36,1,1,7850,348186.3322624101,159600.88732594997,1
2637,ST JOHNS MEDICAL CENTER,14,1,1,1254,138003.05202609996,79643.55188370001,12
2638,ST JOHNS PLEASANT VALLEY HOSPITAL,65,1,1,6099,2982575.9521401995,435614.63086534996,15
2639,ST JOHNS REGIONAL MEDICAL CENTER,88,1,1,4164,5138940.300070099,931069.7060135398,13
2640,ST JOSEPH HEALTH CENTER,78,1,1,9258,1841103.0997192098,518782.94989280996,15
2641,ST JOSEPH HEALTH SERVICES OF RI,76,1,1,8069,1253826.2325642004,475034.40196250007,6
2642,ST JOSEPH HOSPITAL,118,6,7,47311,13112586.493756922,3344171.9446048616,4
2643,ST JOSEPH HOSPITAL & HEALTH CENTER INC,64,1,1,14025,1430060.4475498304,398580.5169212501,6
2644,ST JOSEPH MEDICAL CENTER,126,5,6,77970,16605796.82933104,4349939.854744438,4
2645,ST JOSEPH MERCY HOSPITAL,120,1,1,42698,2847027.5601685797,994522.6947071801,16
2646,ST JOSEPH MERCY OAKLAND,113,1,1,13356,2301760.150433201,1062837.6204143402,11
2647,ST JOSEPH MERCY PORT HURON,59,1,1,3159,768189.9916712701,335039.60142536997,20
2648,ST JOSEPH REGIONAL HEALTH CENTER,112,1,1,19264,3921680.664557481,871092.3965519603,11
2649,ST JOSEPH REGIONAL MEDICAL CENTER,50,1,1,2987,992681.9005269998,412660.7069043999,20
2650,ST JOSEPH'S HOSPITAL,119,3,3,35752,7987355.364583901,2184410.5409079297,7
2651,ST JOSEPH'S HOSPITAL - SAVANNAH,95,1,1,4776,3235485.7743362994,745217.7651053697,2
2652,ST JOSEPH'S HOSPITAL AND MEDICAL CENTER,84,1,1,5859,3792815.3380737994,972927.0742751705,2
2653,ST JOSEPH'S HOSPITAL HEALTH CENTER,116,1,1,19432,2343700.682215701,1046058.5670114097,11
2654,"ST JOSEPH'S HOSPITAL, INC",52,1,1,7515,693884.0348802902,243600.33535092996,20
2655,ST JOSEPH'S MEDICAL CENTER,62,1,1,8006,732130.5440031701,639351.7758813902,6
2656,ST JOSEPH'S REGIONAL MEDICAL CENTER,119,1,1,22017,7000621.881209892,1344902.52099464,5
2657,ST JOSEPHS COM HSPTL WEST BEND,48,1,1,4945,663904.0800032,225341.32276162997,20
2658,ST JOSEPHS HEALTHCARE SYSTEM,37,1,1,1246,536626.2397743,204590.77544366,1
2659,ST JOSEPHS HOSPITAL,29,1,1,1581,302079.3686434,140059.45504184,1
2660,ST JOSEPHS HSPTL,33,1,1,1961,339661.0490794099,135466.01672597998,1
2661,ST JOSEPHS MED CENTER OF STOCKTON,100,1,1,10465,6934985.182862599,1168515.8910061005,5
2662,ST JOSEPHS MERCY HEALTH CENTER INC,104,1,1,15804,2783046.9751514993,753697.2296701703,2
2663,ST JUDE MEDICAL CENTER,96,1,1,8794,5392605.7893131,891270.9741564096,13
2664,ST LOUIS UNIVERSITY HOSPITAL,94,1,1,12807,3935490.716959298,1086938.5419629705,13
2665,ST LUCIE MEDICAL CENTER,102,1,1,6118,5460315.988722303,828336.8743953801,13
2666,ST LUKE'S CORNWALL HOSPITAL,102,1,1,7759,3418122.3508193013,930353.0542929199,13
2667,ST LUKE'S HOSPITAL,99,1,1,9931,1826483.4765702994,649101.4136428402,15
2668,"ST LUKE'S HOSPITAL AT THE VINTAGE, LLC",6,1,1,81,203042.34493,31530.848485000002,12
2669,ST LUKE'S HOSPITAL BETHLEHEM,123,1,1,36922,6001232.164369003,1039552.4403118999,16
2670,ST LUKE'S MINERS MEMORIAL HOSPITAL,45,1,1,2510,739355.6193045799,204791.59138658002,20
2671,ST LUKE'S PATIENTS MEDICAL CENTER,44,1,1,2320,821872.527908,186632.13630301,20
2672,ST LUKE'S QUAKERTOWN HOSPITAL,43,1,1,3625,1086480.66720118,165783.70819822996,20
2673,ST LUKE'S ROOSEVELT HOSPITAL,112,1,1,36078,4352073.91771335,1593364.74792453,16
2674,ST LUKE'S SUGAR LAND HOSPITAL,32,1,1,827,1175810.1418506997,283761.0871336,20
2675,ST LUKE'S THE WOODLANDS HOSPITAL,65,1,1,2946,2339786.4513654998,542995.57747029,15
2676,ST LUKE'S WARREN HOSPITAL,85,1,1,6037,4367718.094292999,648278.75588407,2
2677,ST LUKES EPISCOPAL HOSPITAL,117,1,1,20996,4939115.774932797,1211546.3359612096,5
2678,ST LUKES HOSPITAL,125,3,3,39564,7153313.9925452955,2356366.248924327,7
2679,ST LUKES HOSPITAL OF KANSAS CITY,113,1,1,16584,4781643.336370002,1003632.6831910902,13
2680,ST LUKES LAKESIDE HOSPITAL,11,1,1,792,310666.08980699995,116754.56167609998,12
2681,ST LUKES MAGIC VALLEY RMC,78,1,1,7969,1388339.73200021,607595.76340204,15
2682,ST LUKES MEDICAL CENTER,33,1,1,1868,893233.3090782999,183012.08051184003,1
2683,ST LUKES NORTHLAND HOSPITAL,63,1,1,5447,1502402.7834213998,320695.05317577993,6
2684,ST LUKES REGIONAL MEDICAL CENTER,115,2,2,69370,3708873.9148387494,1430488.7380107902,0
2685,ST MARGARETS HOSPITAL,45,1,1,3268,612060.8816845601,190027.69573542,20
2686,ST MARKS HOSPITAL,86,1,1,11900,2217054.58402678,664913.0529060899,15
2687,ST MARKS MEDICAL CENTER,30,1,1,1413,267465.9324571,145507.65756502005,1
2688,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,98,1,1,12034,3761947.0393253006,1041607.57771134,13
2689,ST MARY MEDICAL CENTER,122,3,4,27330,12524768.00446561,2779614.244991641,18
2690,ST MARY MEDICAL CENTER INC,103,1,1,12056,2121771.9683298,714062.9165638702,2
2691,ST MARY MERCY HOSPITAL,109,1,1,9783,1843048.5083850801,779781.09527987,2
2692,ST MARY'S HOSPITAL,116,2,2,19561,4472049.034302009,1427101.6023798701,10
2693,ST MARY'S HOSPITAL AT AMSTERDAM,66,1,1,3828,776332.4270513401,333248.86931896996,6
2694,"ST MARY'S HOSPITAL, PASSAIC",97,1,1,6797,4359466.4885795,920701.3145510504,13
2695,ST MARY'S MEDICAL CENTER,120,4,4,35337,8883896.84077838,2159977.0957687,18
2696,ST MARY'S MEDICAL CENTER OF EVANSVILLE INC,116,1,1,13100,2944778.9107775,808723.44970899,2
2697,ST MARY'S OF MICHIGAN MEDICAL CENTER,100,1,1,11528,2427007.597941181,802262.3557839902,2
2698,ST MARY'S REGIONAL MEDICAL CENTER,79,1,1,5599,2130826.832123889,411077.54449265,15
2699,ST MARYS HEALTH CENTER,91,1,1,7224,1895631.7910447994,536216.1605931601,15
2700,ST MARYS HOSPITAL,107,2,4,24126,4007555.3076825994,1481159.1027686195,7
2701,ST MARYS HOSPITAL AND MEDICAL CENTER,93,1,1,10985,2351497.0248757997,731830.0993257498,2
2702,ST MARYS HSPTL MED CTR,45,1,1,2489,730056.3223208,269207.2396588999,20
2703,ST MARYS REGIONAL MEDICAL CENTER,76,2,2,9765,2115507.6799207893,624884.5274483998,17
2704,ST NICHOLAS HOSPITAL,36,1,1,2894,455948.0347408001,157441.14928964002,1
2705,ST PATRICK HOSPITAL,80,1,1,12482,1597110.2587553,565010.3245703598,15
2706,ST PETER'S HOSPITAL,112,2,2,18766,3374754.3447499215,1051645.8729607612,10
2707,ST PETERSBURG GENERAL HOSPITAL,58,1,1,2863,4044241.869901299,441171.69634443993,15
2708,ST RITA'S MEDICAL CENTER,119,1,1,23961,3278025.0735736606,834994.7707850998,11
2709,ST ROSE HOSPITAL,64,1,1,2660,5470510.061438903,892277.79278488,13
2710,ST TAMMANY PARISH HOSPITAL,94,1,1,9097,3492354.4865863994,646391.3410729796,2
2711,ST THOMAS HOSPITAL,108,1,1,19855,2645096.2158342004,766067.2218386596,11
2712,ST VINCENT CARMEL HOSPITAL INC,32,1,1,3547,732791.4931786002,177552.38583616,1
2713,ST VINCENT CHARITY MEDICAL CENTER,57,1,1,7476,1125822.5673308603,441358.61338276,6
2714,ST VINCENT HEALTHCARE,93,1,1,13807,1883017.7734069102,737779.4229955301,2
2715,ST VINCENT HEART CENTER OF INDIANA LLC,32,1,1,2611,869203.8842437004,208819.97557539993,1
2716,ST VINCENT HOSPITAL,109,2,2,25586,3328750.8812865494,1760152.3511129494,10
2717,ST VINCENT HOSPITAL & HEALTH SERVICES,120,1,1,40632,3785082.2499475027,1054145.8336507694,16
2718,ST VINCENT HSPTL,75,1,1,8109,1537077.9190472004,560302.5776025498,15
2719,ST VINCENT INFIRMARY MEDICAL CENTER,113,1,1,21091,2960152.9639240997,850381.0192441704,11
2720,ST VINCENT MEDICAL CENTER/NORTH,36,1,1,1243,582223.6464478,172304.26417569994,1
2721,ST VINCENT'S BIRMINGHAM,112,1,1,11345,2555345.0329979,811569.7673399699,2
2722,ST VINCENT'S EAST,97,1,1,4729,2437098.7665497004,715313.0291979,2
2723,ST VINCENT'S MEDICAL CENTER,121,2,2,31722,6902217.14495737,2017983.3991257306,0
2724,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,73,1,1,4560,2251498.6676278994,484830.6286239999,15
2725,ST VINCENT'S ST CLAIR,18,1,1,788,215535.60474470002,74213.655692,12
2726,ST VINCENTS BLOUNT,22,1,1,869,268422.1277244,97758.86370049999,1
2727,"STAFFORD HOSPITAL, LLC",35,1,1,3836,629087.22044807,177010.43568560996,1
2728,STAMFORD HOSPITAL,94,1,1,10204,3887936.4633947997,926904.23248469,13
2729,STAMFORD MEMORIAL HOSPITAL,9,1,1,272,41800.620129999996,26460.88679043,12
2730,STANFORD HOSPITAL,116,1,1,94296,12152650.550346272,2131164.935709161,22
2731,STANISLAUS SURGICAL HOSPITAL,8,1,1,1877,74315.79812859998,20917.876685720003,12
2732,STANLY REGIONAL MEDICAL CENTER,60,1,1,6660,915406.2495702999,382478.41072961,6
2733,STARR COUNTY MEMORIAL HOSPITAL,29,1,1,2401,171746.70334759998,109945.341838,1
2734,STATEN ISLAND UNIVERSITY HOSPITAL,116,1,1,46405,3512697.675460501,1306281.1119090312,16
2735,STEPHENS COUNTY HOSPITAL,38,1,1,1664,515083.2397104999,174933.81469990005,1
2736,STEPHENS MEMORIAL HOSPITAL,15,2,2,699,110021.7145373,61218.924997609996,17
2737,STERLING REGIONAL MEDCENTER,32,1,1,1946,385162.65347869997,184200.89878855,1
2738,STILLWATER MEDICAL CENTER,54,1,1,10126,645857.3030137101,265431.7817450999,20
2739,STONECREST MEDICAL CENTER,42,1,1,1573,782470.5642263999,228100.37954249003,20
2740,STONES RIVER HOSPITAL & DEKALB COMMUNITY HOSPITAL,14,1,1,507,85426.0016487,54736.2184123,12
2741,STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSP,22,1,1,745,169729.6837377,98470.21485602998,1
2742,STONEWALL JACKSON MEM HOSP,38,1,1,5523,276487.93129259,136302.05387896998,1
2743,STORMONT-VAIL HEALTHCARE,117,1,1,16530,3841657.6214950993,904049.9598095701,13
2744,STRAUB CLINIC AND HOSPITAL,71,1,1,88265,2023881.95588729,620370.5912928502,3
2745,STRINGFELLOW MEMORIAL HOSPITAL,69,1,1,3794,1916429.3297744999,327605.14969566994,6
2746,STRONG MEMORIAL HOSPITAL,112,1,1,33485,2051272.8213330698,1209709.2368243295,11
2747,STURDY MEMORIAL HOSPITAL,89,1,1,9855,1162475.1288811998,671739.6478627,15
2748,STURGIS HOSPITAL,34,1,1,2576,223573.56575330006,142229.52956456,1
2749,SUBURBAN HOSPITAL,90,1,1,4857,1092652.44725,1030548.6948279999,2
2750,SUGAR LAND SURGICAL HOSPITAL LLP,5,1,1,412,59776.326834,13323.031601999997,12
2751,SUMMA HEALTH SYSTEM BARBERTON HOSPITAL,76,1,1,8588,2250394.9258739017,471380.20915573987,15
2752,SUMMA HEALTH SYSTEMS HOSPITALS,117,1,1,31022,4376770.1974163,981314.36235585,11
2753,SUMMA WADSWORTH-RITTMAN HOSPITAL,40,1,1,1972,595352.1584504998,137620.28595860006,1
2754,SUMMA WESTERN RESERVE HOSPITAL,45,1,1,5951,1142732.8932743005,228353.21994778013,20
2755,SUMMERLIN HOSPITAL MEDICAL CENTER,96,1,1,5551,6322201.920457002,815997.2505172194,13
2756,SUMMERSVILLE REGIONAL MEDICAL CENTER,29,1,1,1801,225028.9995795,134135.71534276003,1
2757,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,40,1,1,2848,792572.8951115998,322707.59543832013,20
2758,SUMMIT MEDICAL CENTER,80,3,3,5195,3157517.7362245996,662278.9600492402,7
2759,SUMMIT SURGICAL LLC,2,1,1,126,25406.54739,10593.855993500001,12
2760,SUMNER REGIONAL MEDICAL CENTER,69,2,2,6391,1326825.3678881002,426313.8640971001,17
2761,SUNBURY COMMUNITY HOSPITAL,22,1,1,1205,437939.2049986999,103575.76882130002,1
2762,SUNRISE HOSPITAL AND MEDICAL CENTER,111,1,1,6222,7294770.462436897,1149243.7964642595,5
2763,SURGICAL HOSPITAL AT SOUTHWOODS,4,1,1,527,35716.30119319999,11742.421025700001,12
2764,SURGICAL HOSPITAL OF OKLAHOMA,3,1,1,349,60427.134906,14719.6912674,12
2765,SURGICAL INSTITUTE OF READING,4,1,1,352,174741.813957,35692.1264525,12
2766,SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH,18,1,1,23569,50908.864247449994,20314.241915880004,1
2767,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,6,1,1,527,144904.03546,51950.4755751,12
2768,SUSAN B ALLEN MEMORIAL HOSPITAL,27,1,1,3610,373872.39163401,121781.37508451997,1
2769,SUTTER AMADOR HOSPITAL,34,1,1,3586,745281.1628564,197108.92243046,1
2770,SUTTER AUBURN FAITH HOSPITAL,55,1,1,3815,1552906.5350063,356787.22927241,6
2771,SUTTER COAST HOSPITAL,34,1,1,2007,813935.0614546301,254594.28738167998,20
2772,SUTTER DAVIS HOSPITAL,21,1,1,792,578345.3439513,134960.33087542997,1
2773,SUTTER DELTA MEDICAL CENTER,74,1,1,3592,3453013.1345898993,701010.0593174701,2
2774,SUTTER GENERAL HOSPITAL,105,1,1,9463,5729322.914744602,1179987.1707376502,5
2775,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,3,1,1,165,72674.65156299999,20339.1535244,12
2776,SUTTER MEDICAL CENTER OF SANTA ROSA,38,1,1,969,1733476.1219322998,513095.53469020006,6
2777,SUTTER ROSEVILLE MEDICAL CENTER,105,1,1,6366,4467757.696025302,955463.590994,13
2778,SUTTER SOLANO MEDICAL CENTER,42,1,1,1365,2033152.1604345995,434431.1178254001,6
2779,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,2,1,1,381,70276.632004,13484.080472,12
2780,SUTTER TRACY COMMUNITY HOSPITAL,48,1,1,4545,1518030.4501850002,289003.78034849,20
2781,SWEDISH AMERICAN HOSPITAL,111,1,1,13352,4328837.575944601,1005214.4231706699,13
2782,SWEDISH COVENANT HOSPITAL,109,1,1,14745,5034661.786676302,1129497.4921600998,13
2783,SWEDISH EDMONDS HOSPITAL,77,1,1,12916,2202180.9032223993,588412.8813668299,15
2784,SWEDISH MEDICAL CENTER,114,2,2,33951,8137477.542873657,1709369.1770463188,0
2785,SWEDISH MEDICAL CENTER/CHERRY HILL,62,1,1,9788,2426782.9431471,491734.6430073301,15
2786,SWEETWATER HOSPITAL ASSOCIATION,31,1,1,1398,386110.87846010004,133030.07579165997,1
2787,SYCAMORE SHOALS HOSPITAL,40,1,1,1764,720426.8613859002,185128.47481523998,20
2788,T J SAMSON COMMUNITY HOSPITAL,67,1,1,8815,907973.2015879201,430912.65439320996,6
2789,TACOMA GENERAL ALLENMORE HOSPITAL,108,1,1,39612,4402523.202997602,1096488.6279939506,16
2790,TAHLEQUAH CITY HOSPITAL,57,1,1,6268,716564.2089912001,312903.96788339,20
2791,TAKOMA REGIONAL HOSPITAL,39,1,1,22091,356936.62092742,124912.41661386001,20
2792,TALLAHASSEE MEMORIAL HEALTHCARE,107,1,1,8465,3319793.716517299,868402.08557227,13
2793,TAMPA GENERAL HOSPITAL,118,1,1,17288,7027217.787343001,1279408.5495620398,5
2794,TANNER MEDICAL CENTER - CARROLLTON,81,1,1,6317,1812167.1721290003,594856.8073662698,15
2795,TANNER MEDICAL CENTER VILLA RICA,20,1,1,1425,230941.1441111,91631.26551092003,12
2796,TAWAS ST JOSEPH HOSPITAL,35,1,1,8341,176176.74114100996,138015.53894663,1
2797,TAYLOR REGIONAL HOSPITAL,57,2,2,6664,857472.0838519201,388105.4997416499,17
2798,TECHE REGIONAL MEDICAL CENTER,37,1,1,1300,789994.0667624999,200086.17984971002,1
2799,TEMPLE COMMUNITY HOSPITAL,40,1,1,1323,1264165.7725600002,323842.517347,20
2800,TEMPLE UNIVERSITY HOSPITAL,72,1,1,2416,9131351.698880002,1253510.8490579997,5
2801,TENNOVA HEALTHCARE,117,1,1,31657,2852632.8262862987,773287.6508727499,11
2802,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,43,1,1,3094,633699.5487077001,185813.50850517,20
2803,TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,33,1,1,2039,386072.6291698,127626.41789454,1
